['street_pedestrian-lyon-1162-44921.mp4', 'outdoor']
['bus-lyon-1177-45275.mp4', 'vehicle']
['public_square-lisbon-1211-45106.mp4', 'outdoor']
['tram-prague-1210-44319.mp4', 'vehicle']
['metro_station-lyon-1167-45281.mp4', 'indoor']
['tram-prague-1184-45322.mp4', 'vehicle']
['street_traffic-prague-1193-44135.mp4', 'outdoor']
['metro-lisbon-1199-44306.mp4', 'vehicle']
['public_square-lisbon-1211-45419.mp4', 'outdoor']
['street_pedestrian-prague-1203-45726.mp4', 'outdoor']
['airport-prague-1195-44149.mp4', 'indoor']
['park-paris-244-7275.mp4', 'outdoor']
['tram-lisbon-1191-44547.mp4', 'vehicle']
['airport-london-205-6200.mp4', 'indoor']
['park-london-243-7238.mp4', 'outdoor']
['bus-milan-1190-45146.mp4', 'vehicle']
['street_pedestrian-milan-1205-45353.mp4', 'outdoor']
['street_traffic-prague-1193-45483.mp4', 'outdoor']
['tram-lyon-1216-44585.mp4', 'vehicle']
['street_pedestrian-lisbon-1174-44365.mp4', 'outdoor']
['tram-lisbon-1191-44133.mp4', 'vehicle']
['street_pedestrian-milan-1205-45172.mp4', 'outdoor']
['shopping_mall-lisbon-1176-45292.mp4', 'indoor']
['airport-london-205-6213.mp4', 'indoor']
['tram-lisbon-1191-44959.mp4', 'vehicle']
['metro_station-lyon-1167-45316.mp4', 'indoor']
['bus-prague-1207-45210.mp4', 'vehicle']
['bus-prague-1194-45295.mp4', 'vehicle']
['park-lyon-1188-45010.mp4', 'outdoor']
['shopping_mall-lisbon-1176-45547.mp4', 'indoor']
['park-london-243-7256.mp4', 'outdoor']
['tram-prague-1184-45368.mp4', 'vehicle']
['shopping_mall-lyon-1196-45417.mp4', 'indoor']
['tram-prague-1189-44965.mp4', 'vehicle']
['park-barcelona-241-7150.mp4', 'outdoor']
['metro-lisbon-1224-45308.mp4', 'vehicle']
['airport-london-205-6209.mp4', 'indoor']
['airport-prague-1173-44938.mp4', 'indoor']
['street_traffic-prague-1193-45506.mp4', 'outdoor']
['public_square-prague-1214-44516.mp4', 'outdoor']
['tram-prague-1189-44992.mp4', 'vehicle']
['park-london-243-7232.mp4', 'outdoor']
['airport-lyon-1169-44981.mp4', 'indoor']
['street_pedestrian-lisbon-1174-45229.mp4', 'outdoor']
['metro-lyon-1201-45591.mp4', 'vehicle']
['public_square-lyon-1178-45580.mp4', 'outdoor']
['shopping_mall-lyon-1196-45423.mp4', 'indoor']
['park-paris-244-7278.mp4', 'outdoor']
['airport-milan-1172-44524.mp4', 'indoor']
['shopping_mall-lisbon-1176-45551.mp4', 'indoor']
['metro-milan-1197-44231.mp4', 'vehicle']
['tram-prague-1210-44846.mp4', 'vehicle']
['public_square-lyon-1178-44197.mp4', 'outdoor']
['street_traffic-milan-1202-44979.mp4', 'outdoor']
['shopping_mall-prague-1219-44349.mp4', 'indoor']
['public_square-prague-1192-45523.mp4', 'outdoor']
['tram-lisbon-1200-45337.mp4', 'vehicle']
['street_traffic-milan-1166-44715.mp4', 'outdoor']
['shopping_mall-lyon-1196-44370.mp4', 'indoor']
['street_traffic-milan-1202-44638.mp4', 'outdoor']
['shopping_mall-milan-1183-45037.mp4', 'indoor']
['park-lisbon-1198-45531.mp4', 'outdoor']
['shopping_mall-prague-1219-45014.mp4', 'indoor']
['street_pedestrian-prague-1203-45568.mp4', 'outdoor']
['metro_station-lyon-1167-45030.mp4', 'indoor']
['street_pedestrian-milan-1205-45594.mp4', 'outdoor']
['metro_station-lyon-1179-45570.mp4', 'indoor']
['street_pedestrian-milan-1165-44805.mp4', 'outdoor']
['bus-prague-1215-44220.mp4', 'vehicle']
['public_square-lyon-1178-45398.mp4', 'outdoor']
['shopping_mall-lisbon-1176-44249.mp4', 'indoor']
['park-lyon-1188-44686.mp4', 'outdoor']
['bus-lisbon-1226-44523.mp4', 'vehicle']
['public_square-lyon-1178-45541.mp4', 'outdoor']
['metro_station-milan-1187-44860.mp4', 'indoor']
['street_pedestrian-lyon-1162-45561.mp4', 'outdoor']
['shopping_mall-lyon-1196-45196.mp4', 'indoor']
['park-barcelona-241-7160.mp4', 'outdoor']
['tram-lisbon-1191-44198.mp4', 'vehicle']
['street_traffic-lyon-1220-45696.mp4', 'outdoor']
['metro-lisbon-1199-44289.mp4', 'vehicle']
['street_traffic-prague-1193-44261.mp4', 'outdoor']
['metro-lyon-1201-44934.mp4', 'vehicle']
['street_pedestrian-lyon-1162-44736.mp4', 'outdoor']
['airport-lisbon-1175-44106.mp4', 'indoor']
['park-milan-1164-44188.mp4', 'outdoor']
['tram-lyon-1216-44510.mp4', 'vehicle']
['street_pedestrian-prague-1203-45520.mp4', 'outdoor']
['shopping_mall-milan-1183-45399.mp4', 'indoor']
['park-helsinki-242-7202.mp4', 'outdoor']
['metro_station-lyon-1179-45309.mp4', 'indoor']
['street_traffic-lisbon-1171-45392.mp4', 'outdoor']
['shopping_mall-lyon-1196-45072.mp4', 'indoor']
['park-paris-244-7284.mp4', 'outdoor']
['shopping_mall-lisbon-1176-44259.mp4', 'indoor']
['public_square-lisbon-1211-44247.mp4', 'outdoor']
['shopping_mall-milan-1183-44213.mp4', 'indoor']
['public_square-lyon-1208-45647.mp4', 'outdoor']
['metro_station-prague-1170-45577.mp4', 'indoor']
['park-lisbon-1198-45081.mp4', 'outdoor']
['metro_station-prague-1170-44822.mp4', 'indoor']
['street_pedestrian-milan-1165-45638.mp4', 'outdoor']
['metro_station-lisbon-1221-45034.mp4', 'indoor']
['park-prague-1185-45578.mp4', 'outdoor']
['bus-prague-1215-44476.mp4', 'vehicle']
['park-lyon-1188-45468.mp4', 'outdoor']
['bus-milan-1190-44511.mp4', 'vehicle']
['street_pedestrian-milan-1205-45059.mp4', 'outdoor']
['airport-lisbon-1175-45732.mp4', 'indoor']
['park-lyon-1188-45758.mp4', 'outdoor']
['shopping_mall-lyon-1196-44307.mp4', 'indoor']
['park-lisbon-1198-44946.mp4', 'outdoor']
['tram-prague-1189-44125.mp4', 'vehicle']
['public_square-lisbon-1211-44893.mp4', 'outdoor']
['airport-milan-1172-45028.mp4', 'indoor']
['street_pedestrian-milan-1205-44920.mp4', 'outdoor']
['metro_station-prague-1170-44555.mp4', 'indoor']
['park-paris-244-7287.mp4', 'outdoor']
['bus-milan-1180-44506.mp4', 'vehicle']
['park-helsinki-242-7212.mp4', 'outdoor']
['metro-milan-1218-44764.mp4', 'vehicle']
['park-paris-244-7263.mp4', 'outdoor']
['tram-lisbon-1200-45206.mp4', 'vehicle']
['public_square-milan-1168-45326.mp4', 'outdoor']
['metro_station-lyon-1179-44301.mp4', 'indoor']
['park-helsinki-242-7206.mp4', 'outdoor']
['airport-lyon-1169-45296.mp4', 'indoor']
['park-barcelona-241-7163.mp4', 'outdoor']
['metro_station-lisbon-1221-45013.mp4', 'indoor']
['street_pedestrian-lyon-1162-44185.mp4', 'outdoor']
['airport-prague-1173-44705.mp4', 'indoor']
['street_pedestrian-lyon-1162-44112.mp4', 'outdoor']
['tram-milan-1182-44403.mp4', 'vehicle']
['public_square-lyon-1178-45342.mp4', 'outdoor']
['metro-lyon-1181-44168.mp4', 'vehicle']
['street_pedestrian-prague-1227-45713.mp4', 'outdoor']
['shopping_mall-lyon-1196-44821.mp4', 'indoor']
['public_square-lyon-1208-45198.mp4', 'outdoor']
['bus-lisbon-1226-45035.mp4', 'vehicle']
['public_square-lyon-1178-45031.mp4', 'outdoor']
['shopping_mall-milan-1183-45222.mp4', 'indoor']
['park-milan-1164-44162.mp4', 'outdoor']
['metro-prague-1163-45469.mp4', 'vehicle']
['public_square-milan-1168-45282.mp4', 'outdoor']
['metro_station-lisbon-1221-45315.mp4', 'indoor']
['street_traffic-milan-1202-45286.mp4', 'outdoor']
['airport-prague-1173-44620.mp4', 'indoor']
['public_square-lisbon-1211-45099.mp4', 'outdoor']
['shopping_mall-prague-1219-44673.mp4', 'indoor']
['public_square-milan-1168-45675.mp4', 'outdoor']
['shopping_mall-lisbon-1176-45569.mp4', 'indoor']
['street_pedestrian-lisbon-1174-44174.mp4', 'outdoor']
['bus-lisbon-1223-44799.mp4', 'vehicle']
['street_traffic-lyon-1220-44527.mp4', 'outdoor']
['bus-lyon-1177-44268.mp4', 'vehicle']
['tram-prague-1184-45627.mp4', 'vehicle']
['street_traffic-prague-1193-44801.mp4', 'outdoor']
['park-lisbon-1198-44951.mp4', 'outdoor']
['shopping_mall-lyon-1196-44144.mp4', 'indoor']
['public_square-milan-1168-44732.mp4', 'outdoor']
['tram-lyon-1216-44958.mp4', 'vehicle']
['park-milan-1164-45255.mp4', 'outdoor']
['metro-prague-1163-45123.mp4', 'vehicle']
['park-prague-1185-44659.mp4', 'outdoor']
['metro-prague-1204-44873.mp4', 'vehicle']
['public_square-lyon-1208-44281.mp4', 'outdoor']
['airport-prague-1195-44947.mp4', 'indoor']
['park-barcelona-241-7154.mp4', 'outdoor']
['metro_station-lyon-1167-45706.mp4', 'indoor']
['park-milan-1164-44765.mp4', 'outdoor']
['metro-lisbon-1199-45513.mp4', 'vehicle']
['park-barcelona-241-7167.mp4', 'outdoor']
['shopping_mall-lyon-1196-44888.mp4', 'indoor']
['park-prague-1185-44899.mp4', 'outdoor']
['metro-prague-1163-45157.mp4', 'vehicle']
['park-paris-244-7262.mp4', 'outdoor']
['bus-lyon-1186-45135.mp4', 'vehicle']
['street_traffic-lisbon-1171-45306.mp4', 'outdoor']
['metro_station-lisbon-1221-44499.mp4', 'indoor']
['street_traffic-prague-1193-45543.mp4', 'outdoor']
['airport-lisbon-1175-44233.mp4', 'indoor']
['street_pedestrian-lisbon-1174-45703.mp4', 'outdoor']
['metro_station-milan-1187-45415.mp4', 'indoor']
['public_square-prague-1214-44788.mp4', 'outdoor']
['bus-lyon-1186-45388.mp4', 'vehicle']
['park-barcelona-241-7155.mp4', 'outdoor']
['metro_station-lyon-1179-44111.mp4', 'indoor']
['park-lisbon-1198-45382.mp4', 'outdoor']
['metro-milan-1218-44353.mp4', 'vehicle']
['street_traffic-prague-1193-45120.mp4', 'outdoor']
['shopping_mall-prague-1219-44503.mp4', 'indoor']
['street_pedestrian-prague-1227-45101.mp4', 'outdoor']
['airport-lyon-1169-44430.mp4', 'indoor']
['park-barcelona-241-7170.mp4', 'outdoor']
['airport-lyon-1169-44321.mp4', 'indoor']
['street_pedestrian-lyon-1162-45545.mp4', 'outdoor']
['metro-lisbon-1224-44455.mp4', 'vehicle']
['public_square-prague-1214-44214.mp4', 'outdoor']
['tram-lisbon-1191-45384.mp4', 'vehicle']
['park-barcelona-241-7149.mp4', 'outdoor']
['metro_station-prague-1170-44725.mp4', 'indoor']
['street_traffic-lyon-1220-44418.mp4', 'outdoor']
['metro_station-milan-1187-45223.mp4', 'indoor']
['street_traffic-lisbon-1171-44246.mp4', 'outdoor']
['metro_station-milan-1187-45648.mp4', 'indoor']
['park-london-243-7260.mp4', 'outdoor']
['airport-london-205-6193.mp4', 'indoor']
['street_traffic-milan-1202-44505.mp4', 'outdoor']
['airport-london-205-6194.mp4', 'indoor']
['public_square-lyon-1208-44923.mp4', 'outdoor']
['tram-lisbon-1200-45442.mp4', 'vehicle']
['park-prague-1185-44203.mp4', 'outdoor']
['shopping_mall-lyon-1196-45412.mp4', 'indoor']
['park-helsinki-242-7218.mp4', 'outdoor']
['airport-lyon-1169-44100.mp4', 'indoor']
['street_pedestrian-lisbon-1174-45002.mp4', 'outdoor']
['airport-prague-1173-44800.mp4', 'indoor']
['park-paris-244-7286.mp4', 'outdoor']
['bus-prague-1194-44383.mp4', 'vehicle']
['public_square-lyon-1208-45662.mp4', 'outdoor']
['tram-prague-1189-45654.mp4', 'vehicle']
['public_square-lyon-1208-44833.mp4', 'outdoor']
['tram-lisbon-1200-45298.mp4', 'vehicle']
['park-london-243-7247.mp4', 'outdoor']
['metro-milan-1218-45033.mp4', 'vehicle']
['public_square-lisbon-1211-44311.mp4', 'outdoor']
['metro_station-lyon-1179-45234.mp4', 'indoor']
['street_pedestrian-prague-1203-45669.mp4', 'outdoor']
['tram-prague-1189-44561.mp4', 'vehicle']
['street_traffic-prague-1193-45533.mp4', 'outdoor']
['bus-lyon-1186-44936.mp4', 'vehicle']
['park-lyon-1188-44823.mp4', 'outdoor']
['shopping_mall-prague-1219-45526.mp4', 'indoor']
['public_square-lyon-1208-44889.mp4', 'outdoor']
['bus-lisbon-1212-45080.mp4', 'vehicle']
['shopping_mall-lisbon-1176-45066.mp4', 'indoor']
['bus-prague-1194-45626.mp4', 'vehicle']
['shopping_mall-lyon-1196-45202.mp4', 'indoor']
['street_traffic-prague-1193-44472.mp4', 'outdoor']
['bus-lisbon-1212-44206.mp4', 'vehicle']
['metro_station-milan-1187-44970.mp4', 'indoor']
['metro-lisbon-1224-45162.mp4', 'vehicle']
['shopping_mall-prague-1219-45433.mp4', 'indoor']
['bus-lyon-1177-44109.mp4', 'vehicle']
['airport-milan-1172-45320.mp4', 'indoor']
['bus-milan-1190-44701.mp4', 'vehicle']
['street_pedestrian-prague-1203-45330.mp4', 'outdoor']
['tram-prague-1189-45615.mp4', 'vehicle']
['airport-london-205-6202.mp4', 'indoor']
['metro-lyon-1201-44507.mp4', 'vehicle']
['metro_station-lyon-1167-44787.mp4', 'indoor']
['street_pedestrian-milan-1165-44719.mp4', 'outdoor']
['bus-milan-1190-45176.mp4', 'vehicle']
['tram-prague-1184-45105.mp4', 'vehicle']
['street_traffic-milan-1166-44493.mp4', 'outdoor']
['tram-milan-1182-44745.mp4', 'vehicle']
['metro_station-lyon-1179-44361.mp4', 'indoor']
['bus-lisbon-1226-44491.mp4', 'vehicle']
['metro_station-lyon-1167-44554.mp4', 'indoor']
['bus-milan-1180-45267.mp4', 'vehicle']
['shopping_mall-lisbon-1176-44357.mp4', 'indoor']
['street_pedestrian-lisbon-1174-45429.mp4', 'outdoor']
['metro_station-lisbon-1221-45307.mp4', 'indoor']
['street_traffic-prague-1193-44915.mp4', 'outdoor']
['shopping_mall-prague-1219-44371.mp4', 'indoor']
['metro_station-prague-1170-45522.mp4', 'indoor']
['street_traffic-lyon-1220-44431.mp4', 'outdoor']
['street_pedestrian-prague-1203-45400.mp4', 'outdoor']
['bus-milan-1190-45345.mp4', 'vehicle']
['street_traffic-lisbon-1171-44790.mp4', 'outdoor']
['shopping_mall-milan-1183-45631.mp4', 'indoor']
['park-barcelona-241-7156.mp4', 'outdoor']
['shopping_mall-lisbon-1176-44166.mp4', 'indoor']
['park-prague-1185-45614.mp4', 'outdoor']
['airport-lyon-1169-44528.mp4', 'indoor']
['park-lisbon-1198-44632.mp4', 'outdoor']
['shopping_mall-milan-1183-45567.mp4', 'indoor']
['park-paris-244-7291.mp4', 'outdoor']
['metro-lisbon-1224-45583.mp4', 'vehicle']
['street_pedestrian-prague-1227-45757.mp4', 'outdoor']
['airport-milan-1172-45261.mp4', 'indoor']
['street_traffic-prague-1193-45195.mp4', 'outdoor']
['metro-milan-1218-44758.mp4', 'vehicle']
['street_pedestrian-prague-1203-45427.mp4', 'outdoor']
['airport-london-205-6190.mp4', 'indoor']
['street_pedestrian-milan-1165-44151.mp4', 'outdoor']
['airport-prague-1195-45752.mp4', 'indoor']
['public_square-prague-1214-45251.mp4', 'outdoor']
['metro-lyon-1206-44595.mp4', 'vehicle']
['street_traffic-lyon-1220-44637.mp4', 'outdoor']
['metro_station-lyon-1167-45686.mp4', 'indoor']
['park-helsinki-242-7222.mp4', 'outdoor']
['bus-prague-1207-45430.mp4', 'vehicle']
['public_square-lisbon-1211-44694.mp4', 'outdoor']
['shopping_mall-lyon-1196-45359.mp4', 'indoor']
['public_square-milan-1168-45687.mp4', 'outdoor']
['shopping_mall-lyon-1196-45535.mp4', 'indoor']
['park-london-243-7243.mp4', 'outdoor']
['airport-lyon-1169-44227.mp4', 'indoor']
['street_pedestrian-milan-1205-45325.mp4', 'outdoor']
['metro-lyon-1181-45374.mp4', 'vehicle']
['public_square-lyon-1178-45613.mp4', 'outdoor']
['metro-prague-1204-44199.mp4', 'vehicle']
['street_traffic-milan-1166-44697.mp4', 'outdoor']
['bus-lisbon-1223-45057.mp4', 'vehicle']
['street_traffic-lisbon-1171-44942.mp4', 'outdoor']
['tram-lisbon-1200-44256.mp4', 'vehicle']
['street_pedestrian-milan-1165-44526.mp4', 'outdoor']
['metro-prague-1213-45473.mp4', 'vehicle']
['park-prague-1185-45050.mp4', 'outdoor']
['tram-milan-1222-45232.mp4', 'vehicle']
['street_traffic-milan-1202-44391.mp4', 'outdoor']
['airport-london-205-6180.mp4', 'indoor']
['street_traffic-milan-1202-45067.mp4', 'outdoor']
['airport-lisbon-1175-44606.mp4', 'indoor']
['public_square-prague-1192-45748.mp4', 'outdoor']
['tram-lisbon-1200-45641.mp4', 'vehicle']
['street_pedestrian-lisbon-1174-44854.mp4', 'outdoor']
['tram-lyon-1225-45564.mp4', 'vehicle']
['park-helsinki-242-7211.mp4', 'outdoor']
['airport-london-205-6210.mp4', 'indoor']
['park-barcelona-241-7179.mp4', 'outdoor']
['tram-milan-1209-44337.mp4', 'vehicle']
['park-london-243-7236.mp4', 'outdoor']
['airport-lisbon-1175-44918.mp4', 'indoor']
['public_square-lyon-1208-44180.mp4', 'outdoor']
['tram-lyon-1225-44907.mp4', 'vehicle']
['street_pedestrian-lisbon-1174-45511.mp4', 'outdoor']
['tram-lisbon-1200-44769.mp4', 'vehicle']
['street_pedestrian-milan-1205-44980.mp4', 'outdoor']
['bus-lyon-1177-45494.mp4', 'vehicle']
['street_traffic-milan-1202-45192.mp4', 'outdoor']
['metro-prague-1213-45074.mp4', 'vehicle']
['street_pedestrian-prague-1203-44978.mp4', 'outdoor']
['bus-prague-1215-44400.mp4', 'vehicle']
['public_square-lyon-1208-44253.mp4', 'outdoor']
['metro_station-lyon-1179-44439.mp4', 'indoor']
['street_traffic-lyon-1220-44479.mp4', 'outdoor']
['metro_station-prague-1170-44101.mp4', 'indoor']
['park-barcelona-241-7151.mp4', 'outdoor']
['shopping_mall-milan-1183-45088.mp4', 'indoor']
['public_square-lisbon-1211-44949.mp4', 'outdoor']
['metro-lisbon-1217-45062.mp4', 'vehicle']
['public_square-lyon-1178-45216.mp4', 'outdoor']
['shopping_mall-lisbon-1176-44870.mp4', 'indoor']
['street_traffic-milan-1166-45449.mp4', 'outdoor']
['metro-lyon-1201-44668.mp4', 'vehicle']
['public_square-milan-1168-44485.mp4', 'outdoor']
['shopping_mall-lyon-1196-44578.mp4', 'indoor']
['street_pedestrian-milan-1165-45497.mp4', 'outdoor']
['shopping_mall-lyon-1196-44488.mp4', 'indoor']
['street_pedestrian-prague-1227-44711.mp4', 'outdoor']
['metro-prague-1163-44734.mp4', 'vehicle']
['shopping_mall-prague-1219-44285.mp4', 'indoor']
['tram-lyon-1216-44712.mp4', 'vehicle']
['metro_station-lyon-1167-44941.mp4', 'indoor']
['park-milan-1164-44676.mp4', 'outdoor']
['public_square-prague-1214-45532.mp4', 'outdoor']
['airport-milan-1172-44567.mp4', 'indoor']
['street_pedestrian-prague-1227-44838.mp4', 'outdoor']
['metro_station-lisbon-1221-45111.mp4', 'indoor']
['street_traffic-milan-1202-44384.mp4', 'outdoor']
['metro_station-lisbon-1221-45331.mp4', 'indoor']
['shopping_mall-lisbon-1176-44338.mp4', 'indoor']
['metro-lyon-1181-44891.mp4', 'vehicle']
['bus-lyon-1186-44536.mp4', 'vehicle']
['public_square-prague-1214-45047.mp4', 'outdoor']
['public_square-lyon-1178-45475.mp4', 'outdoor']
['metro-prague-1163-44094.mp4', 'vehicle']
['street_pedestrian-lisbon-1174-44609.mp4', 'outdoor']
['shopping_mall-milan-1183-44794.mp4', 'indoor']
['street_traffic-milan-1166-44275.mp4', 'outdoor']
['metro_station-lisbon-1221-44551.mp4', 'indoor']
['street_pedestrian-lisbon-1174-44179.mp4', 'outdoor']
['airport-prague-1173-45032.mp4', 'indoor']
['park-lisbon-1198-45416.mp4', 'outdoor']
['tram-prague-1184-45518.mp4', 'vehicle']
['street_pedestrian-lyon-1162-44682.mp4', 'outdoor']
['airport-prague-1173-45405.mp4', 'indoor']
['street_traffic-milan-1202-44780.mp4', 'outdoor']
['tram-milan-1182-44401.mp4', 'vehicle']
['park-lyon-1188-44124.mp4', 'outdoor']
['bus-lyon-1186-44482.mp4', 'vehicle']
['park-lyon-1188-45248.mp4', 'outdoor']
['shopping_mall-milan-1183-44226.mp4', 'indoor']
['public_square-prague-1192-45348.mp4', 'outdoor']
['shopping_mall-lyon-1196-45550.mp4', 'indoor']
['park-milan-1164-44714.mp4', 'outdoor']
['airport-london-205-6199.mp4', 'indoor']
['park-helsinki-242-7213.mp4', 'outdoor']
['airport-lisbon-1175-45362.mp4', 'indoor']
['street_traffic-lyon-1220-44993.mp4', 'outdoor']
['tram-lisbon-1200-45504.mp4', 'vehicle']
['park-paris-244-7292.mp4', 'outdoor']
['metro_station-lyon-1167-45515.mp4', 'indoor']
['park-helsinki-242-7198.mp4', 'outdoor']
['metro_station-lyon-1179-44451.mp4', 'indoor']
['park-paris-244-7266.mp4', 'outdoor']
['tram-milan-1222-45054.mp4', 'vehicle']
['street_traffic-milan-1166-44444.mp4', 'outdoor']
['tram-lisbon-1200-45287.mp4', 'vehicle']
['park-milan-1164-44304.mp4', 'outdoor']
['airport-lyon-1169-44486.mp4', 'indoor']
['public_square-milan-1168-44797.mp4', 'outdoor']
['metro-lyon-1201-45023.mp4', 'vehicle']
['public_square-prague-1214-44770.mp4', 'outdoor']
['metro_station-milan-1187-45045.mp4', 'indoor']
['metro-lisbon-1199-44751.mp4', 'vehicle']
['park-lyon-1188-45373.mp4', 'outdoor']
['public_square-milan-1168-44744.mp4', 'outdoor']
['bus-milan-1180-44115.mp4', 'vehicle']
['street_traffic-prague-1193-45728.mp4', 'outdoor']
['shopping_mall-prague-1219-45731.mp4', 'indoor']
['metro_station-prague-1170-45481.mp4', 'indoor']
['metro-milan-1197-45256.mp4', 'vehicle']
['metro_station-lisbon-1221-45115.mp4', 'indoor']
['tram-lisbon-1191-44241.mp4', 'vehicle']
['shopping_mall-milan-1183-44223.mp4', 'indoor']
['park-milan-1164-44631.mp4', 'outdoor']
['airport-milan-1172-45214.mp4', 'indoor']
['tram-lyon-1225-45553.mp4', 'vehicle']
['airport-prague-1195-45065.mp4', 'indoor']
['street_traffic-lisbon-1171-45407.mp4', 'outdoor']
['park-lisbon-1198-44658.mp4', 'outdoor']
['airport-prague-1173-45485.mp4', 'indoor']
['street_pedestrian-lisbon-1174-44367.mp4', 'outdoor']
['metro-prague-1213-44212.mp4', 'vehicle']
['airport-london-205-6179.mp4', 'indoor']
['bus-prague-1194-45630.mp4', 'vehicle']
['street_pedestrian-prague-1227-45356.mp4', 'outdoor']
['metro_station-milan-1187-44597.mp4', 'indoor']
['shopping_mall-prague-1219-44685.mp4', 'indoor']
['street_pedestrian-prague-1203-44612.mp4', 'outdoor']
['shopping_mall-lyon-1196-45474.mp4', 'indoor']
['bus-prague-1207-44520.mp4', 'vehicle']
['metro_station-prague-1170-44825.mp4', 'indoor']
['park-prague-1185-45549.mp4', 'outdoor']
['street_traffic-milan-1166-44571.mp4', 'outdoor']
['tram-lisbon-1191-44237.mp4', 'vehicle']
['park-barcelona-241-7168.mp4', 'outdoor']
['tram-prague-1184-45189.mp4', 'vehicle']
['park-helsinki-242-7217.mp4', 'outdoor']
['metro-prague-1213-45643.mp4', 'vehicle']
['street_pedestrian-milan-1205-44546.mp4', 'outdoor']
['bus-milan-1180-45305.mp4', 'vehicle']
['public_square-lisbon-1211-44699.mp4', 'outdoor']
['metro_station-lisbon-1221-44508.mp4', 'indoor']
['public_square-prague-1214-44475.mp4', 'outdoor']
['tram-prague-1210-44345.mp4', 'vehicle']
['street_pedestrian-lyon-1162-45691.mp4', 'outdoor']
['airport-prague-1195-45597.mp4', 'indoor']
['park-milan-1164-44121.mp4', 'outdoor']
['airport-lisbon-1175-45357.mp4', 'indoor']
['park-milan-1164-45093.mp4', 'outdoor']
['shopping_mall-lisbon-1176-45025.mp4', 'indoor']
['park-milan-1164-45039.mp4', 'outdoor']
['airport-lyon-1169-45263.mp4', 'indoor']
['street_pedestrian-lisbon-1174-44513.mp4', 'outdoor']
['bus-prague-1207-45476.mp4', 'vehicle']
['public_square-lyon-1208-45188.mp4', 'outdoor']
['tram-lyon-1225-44521.mp4', 'vehicle']
['public_square-lyon-1208-45510.mp4', 'outdoor']
['airport-london-205-6220.mp4', 'indoor']
['street_pedestrian-lisbon-1174-44492.mp4', 'outdoor']
['metro_station-lisbon-1221-44674.mp4', 'indoor']
['public_square-lyon-1178-45608.mp4', 'outdoor']
['airport-prague-1195-45537.mp4', 'indoor']
['park-london-243-7240.mp4', 'outdoor']
['metro_station-lyon-1167-44462.mp4', 'indoor']
['street_traffic-prague-1193-44917.mp4', 'outdoor']
['bus-lisbon-1212-44498.mp4', 'vehicle']
['street_traffic-lisbon-1171-45290.mp4', 'outdoor']
['metro_station-milan-1187-44177.mp4', 'indoor']
['street_traffic-lyon-1220-44735.mp4', 'outdoor']
['metro-prague-1204-44165.mp4', 'vehicle']
['public_square-milan-1168-44573.mp4', 'outdoor']
['bus-prague-1215-44427.mp4', 'vehicle']
['street_pedestrian-milan-1165-44540.mp4', 'outdoor']
['airport-milan-1172-45082.mp4', 'indoor']
['street_pedestrian-milan-1205-44602.mp4', 'outdoor']
['metro-lyon-1201-45360.mp4', 'vehicle']
['street_traffic-lisbon-1171-44704.mp4', 'outdoor']
['tram-lisbon-1191-45052.mp4', 'vehicle']
['public_square-lyon-1208-44303.mp4', 'outdoor']
['bus-lyon-1186-45061.mp4', 'vehicle']
['park-lyon-1188-44613.mp4', 'outdoor']
['metro-lyon-1181-44862.mp4', 'vehicle']
['street_pedestrian-milan-1165-44803.mp4', 'outdoor']
['tram-lisbon-1200-45464.mp4', 'vehicle']
['park-paris-244-7290.mp4', 'outdoor']
['shopping_mall-milan-1183-45152.mp4', 'indoor']
['public_square-milan-1168-45071.mp4', 'outdoor']
['metro-lyon-1181-45177.mp4', 'vehicle']
['street_pedestrian-milan-1165-45397.mp4', 'outdoor']
['metro_station-lyon-1179-44747.mp4', 'indoor']
['public_square-milan-1168-45164.mp4', 'outdoor']
['shopping_mall-prague-1219-44728.mp4', 'indoor']
['public_square-lisbon-1211-44785.mp4', 'outdoor']
['tram-prague-1189-45049.mp4', 'vehicle']
['street_pedestrian-milan-1205-45556.mp4', 'outdoor']
['metro-milan-1218-45117.mp4', 'vehicle']
['park-lisbon-1198-45199.mp4', 'outdoor']
['bus-milan-1180-45390.mp4', 'vehicle']
['street_traffic-lisbon-1171-45702.mp4', 'outdoor']
['tram-milan-1222-45592.mp4', 'vehicle']
['park-london-243-7249.mp4', 'outdoor']
['metro-prague-1213-44217.mp4', 'vehicle']
['public_square-prague-1192-44723.mp4', 'outdoor']
['metro-lisbon-1199-44930.mp4', 'vehicle']
['park-lyon-1188-44460.mp4', 'outdoor']
['tram-lyon-1216-45393.mp4', 'vehicle']
['park-lyon-1188-44300.mp4', 'outdoor']
['airport-lisbon-1175-45213.mp4', 'indoor']
['street_pedestrian-lyon-1162-44630.mp4', 'outdoor']
['airport-lyon-1169-45672.mp4', 'indoor']
['public_square-prague-1192-45334.mp4', 'outdoor']
['tram-lyon-1225-44746.mp4', 'vehicle']
['street_pedestrian-lisbon-1174-45131.mp4', 'outdoor']
['airport-prague-1173-44354.mp4', 'indoor']
['park-london-243-7233.mp4', 'outdoor']
['bus-lyon-1177-44129.mp4', 'vehicle']
['park-paris-244-7267.mp4', 'outdoor']
['metro-lyon-1206-44910.mp4', 'vehicle']
['street_traffic-prague-1193-45293.mp4', 'outdoor']
['metro-lisbon-1224-45653.mp4', 'vehicle']
